entity_id,query_title,resolved_title,page_exists,level_verified,matched_categories,matched_intro_terms,wikidata_id,matched_instance_classes,page_id,revision_id,page_url,checked_at_utc,review_status,review_note
E350500,泉州市,泉州市,true,true,福建省地级市,地级市 | 地区,Q68695,Q748149,16623,93133729,https://zh.wikipedia.org/wiki/%E6%B3%89%E5%B7%9E%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E350600,漳州市,漳州市,true,true,,,Q68814,Q748149,19936,93133735,https://zh.wikipedia.org/wiki/%E6%BC%B3%E5%B7%9E%E5%B8%82,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
E350700,南平市,南平市,true,true,,地级市,Q68534,Q748149,46331,93133749,https://zh.wikipedia.org/wiki/%E5%8D%97%E5%B9%B3%E5%B8%82,2026-07-11T07:50:47+00:00,verified,intro evidence
E350800,龙岩市,龙岩市,true,true,,,Q68862,Q748149,46335,93151933,https://zh.wikipedia.org/wiki/%E9%BE%99%E5%B2%A9%E5%B8%82,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
E350900,宁德市,宁德市,true,true,,地级市 | 地区,Q68919,Q748149,46336,93133759,https://zh.wikipedia.org/wiki/%E5%AE%81%E5%BE%B7%E5%B8%82,2026-07-11T07:50:47+00:00,verified,intro evidence
E360100,南昌市,南昌市,true,true,江西省地级市,地区,Q171943,Q748149,13048,93266288,https://zh.wikipedia.org/wiki/%E5%8D%97%E6%98%8C%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E360200,景德镇市,景德镇市,true,true,,地级市,Q34405,Q748149,46472,93352487,https://zh.wikipedia.org/wiki/%E6%99%AF%E5%BE%B7%E9%95%87%E5%B8%82,2026-07-11T07:50:47+00:00,verified,intro evidence
E360300,萍乡市,萍乡市,true,true,,,Q362865,Q748149,46473,92785767,https://zh.wikipedia.org/wiki/%E8%90%8D%E4%B9%A1%E5%B8%82,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
E360400,九江市,九江市,true,true,,地级市,Q216077,Q748149,24982,92777336,https://zh.wikipedia.org/wiki/%E4%B9%9D%E6%B1%9F%E5%B8%82,2026-07-11T07:50:47+00:00,verified,intro evidence
E360500,新余市,新余市,true,true,,地级市,Q362959,Q748149,46474,92434359,https://zh.wikipedia.org/wiki/%E6%96%B0%E4%BD%99%E5%B8%82,2026-07-11T07:50:47+00:00,verified,intro evidence
E360600,鹰潭市,鹰潭市,true,true,,,Q363076,Q748149,46475,93088076,https://zh.wikipedia.org/wiki/%E9%B9%B0%E6%BD%AD%E5%B8%82,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
E360700,赣州市,赣州市,true,true,,,Q363166,Q748149,36809,93045086,https://zh.wikipedia.org/wiki/%E8%B5%A3%E5%B7%9E%E5%B8%82,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
E360800,吉安市,吉安市,true,true,,地级市,Q363262,Q748149,46484,92434282,https://zh.wikipedia.org/wiki/%E5%90%89%E5%AE%89%E5%B8%82,2026-07-11T07:50:47+00:00,verified,intro evidence
E360900,宜春市,宜春市,true,true,,地级市,Q363326,Q748149,46483,93129008,https://zh.wikipedia.org/wiki/%E5%AE%9C%E6%98%A5%E5%B8%82,2026-07-11T07:50:47+00:00,verified,intro evidence
E361000,抚州市,抚州市,true,true,,地级市,Q363391,Q748149,46485,91318461,https://zh.wikipedia.org/wiki/%E6%8A%9A%E5%B7%9E%E5%B8%82,2026-07-11T07:50:47+00:00,verified,intro evidence
E361100,上饶市,上饶市,true,true,,地级市,Q363479,Q748149,31052,93029421,https://zh.wikipedia.org/wiki/%E4%B8%8A%E9%A5%B6%E5%B8%82,2026-07-11T07:50:47+00:00,verified,intro evidence
E370100,济南市,济南市,true,true,山东省地级市,,Q170247,Q748149,1146,93408614,https://zh.wikipedia.org/wiki/%E6%B5%8E%E5%8D%97%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E370200,青岛市,青岛市,true,true,山东省地级市,,Q170322,Q748149,3254,93336649,https://zh.wikipedia.org/wiki/%E9%9D%92%E5%B2%9B%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E370300,淄博市,淄博市,true,true,,,Q198370,Q748149,15428,91318944,https://zh.wikipedia.org/wiki/%E6%B7%84%E5%8D%9A%E5%B8%82,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
E370400,枣庄市,枣庄市,true,true,山东省地级市,地级市,Q147187,Q748149,9845,92479501,https://zh.wikipedia.org/wiki/%E6%9E%A3%E5%BA%84%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E370500,东营市,东营市,true,true,山东省地级市,地级市,Q372414,Q748149,4166,92121972,https://zh.wikipedia.org/wiki/%E4%B8%9C%E8%90%A5%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E370600,烟台市,烟台市,true,true,山东省地级市,,Q210493,Q748149,3109,93292309,https://zh.wikipedia.org/wiki/%E7%83%9F%E5%8F%B0%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E370700,潍坊市,潍坊市,true,true,山东省地级市,,Q217698,Q748149,4022,92423453,https://zh.wikipedia.org/wiki/%E6%BD%8D%E5%9D%8A%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E370800,济宁市,济宁市,true,true,山东省地级市,,Q372791,Q748149,10793,92479805,https://zh.wikipedia.org/wiki/%E6%B5%8E%E5%AE%81%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E370900,泰安市,泰安市,true,true,山东省地级市,,Q217681,Q748149,10792,93341721,https://zh.wikipedia.org/wiki/%E6%B3%B0%E5%AE%89%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E371000,威海市,威海市,true,true,山东省地级市,地级市 | 地区,Q373023,Q748149,3230,92479866,https://zh.wikipedia.org/wiki/%E5%A8%81%E6%B5%B7%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E371100,日照市,日照市,true,true,,地级市,Q373101,Q748149,37325,92608446,https://zh.wikipedia.org/wiki/%E6%97%A5%E7%85%A7%E5%B8%82,2026-07-11T07:50:47+00:00,verified,intro evidence
E371200,莱芜市,莱芜市,true,true,,,Q373234,Q748149,51956,93268769,https://zh.wikipedia.org/wiki/%E8%8E%B1%E8%8A%9C%E5%B8%82,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
E371300,临沂市,临沂市,true,true,,地级市,Q373346,Q748149,36525,93004214,https://zh.wikipedia.org/wiki/%E4%B8%B4%E6%B2%82%E5%B8%82,2026-07-11T07:50:47+00:00,verified,intro evidence
E371400,德州市,德州市,true,true,山东省地级市,地级市,Q162880,Q748149,12749,93140394,https://zh.wikipedia.org/wiki/%E5%BE%B7%E5%B7%9E%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E371500,聊城市,聊城市,true,true,,,Q373564,Q748149,51957,93129018,https://zh.wikipedia.org/wiki/%E8%81%8A%E5%9F%8E%E5%B8%82,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
E371600,滨州市,滨州市,true,true,,,Q373687,Q748149,51954,92479374,https://zh.wikipedia.org/wiki/%E6%BB%A8%E5%B7%9E%E5%B8%82,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
E371700,菏泽市,菏泽市,true,true,,,Q332753,Q748149,24823,93406659,https://zh.wikipedia.org/wiki/%E8%8F%8F%E6%B3%BD%E5%B8%82,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
E410100,郑州市,郑州市,true,true,河南省地级市,,Q30340,Q748149,8352,93276290,https://zh.wikipedia.org/wiki/%E9%83%91%E5%B7%9E%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E410200,开封市,开封市,true,true,河南省地级市,地级市,Q208471,Q748149,12730,91319503,https://zh.wikipedia.org/wiki/%E5%BC%80%E5%B0%81%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E410300,洛阳市,洛阳市,true,true,河南省地级市,,Q187136,Q748149,4447,92976462,https://zh.wikipedia.org/wiki/%E6%B4%9B%E9%98%B3%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E410400,平顶山市,平顶山市,true,true,河南省地级市,地级市,Q404116,Q748149,12740,93218303,https://zh.wikipedia.org/wiki/%E5%B9%B3%E9%A1%B6%E5%B1%B1%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E410500,安阳市,安阳市,true,true,河南省地级市,地级市,Q324293,Q748149,12732,93089084,https://zh.wikipedia.org/wiki/%E5%AE%89%E9%98%B3%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E410600,鹤壁市,鹤壁市,true,true,河南省地级市,,Q404301,Q748149,12745,91781701,https://zh.wikipedia.org/wiki/%E9%B9%A4%E5%A3%81%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E410700,新乡市,新乡市,true,true,河南省地级市,地级市,Q404362,Q748149,12733,92702382,https://zh.wikipedia.org/wiki/%E6%96%B0%E4%B9%A1%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E410800,焦作市,焦作市,true,true,河南省地级市,,Q404429,Q748149,12741,93335065,https://zh.wikipedia.org/wiki/%E7%84%A6%E4%BD%9C%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E410900,濮阳市,濮阳市,true,true,,,Q404484,Q748149,95470,91536853,https://zh.wikipedia.org/wiki/%E6%BF%AE%E9%98%B3%E5%B8%82,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
E411000,许昌市,许昌市,true,true,河南省地级市,,Q404529,Q748149,12734,92221890,https://zh.wikipedia.org/wiki/%E8%AE%B8%E6%98%8C%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E411100,漯河市,漯河市,true,true,河南省地级市,,Q404599,Q748149,12736,92765070,https://zh.wikipedia.org/wiki/%E6%BC%AF%E6%B2%B3%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E411200,三门峡市,三门峡市,true,true,河南省地级市,地级市,Q404636,Q748149,12739,91433559,https://zh.wikipedia.org/wiki/%E4%B8%89%E9%97%A8%E5%B3%A1%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E411300,南阳市,南阳市,true,true,河南省地级市,地级市,Q404763,Q748149,6893,93246202,https://zh.wikipedia.org/wiki/%E5%8D%97%E9%98%B3%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E411400,商丘市,商丘市,true,true,河南省地级市,地级市,Q404817,Q748149,12731,92580072,https://zh.wikipedia.org/wiki/%E5%95%86%E4%B8%98%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E411500,信阳市,信阳市,true,true,河南省地级市,地级市,Q404873,Q748149,12738,93203576,https://zh.wikipedia.org/wiki/%E4%BF%A1%E9%98%B3%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E411600,周口市,周口市,true,true,河南省地级市,地级市,Q198061,Q748149,12744,92524844,https://zh.wikipedia.org/wiki/%E5%91%A8%E5%8F%A3%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E411700,驻马店市,驻马店市,true,true,河南省地级市,,Q198240,Q748149,12737,93045644,https://zh.wikipedia.org/wiki/%E9%A9%BB%E9%A9%AC%E5%BA%97%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E420100,武汉市,武汉市,true,true,湖北省地级市,地区,Q11746,Q748149,7290,93215871,https://zh.wikipedia.org/wiki/%E6%AD%A6%E6%B1%89%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E420200,黄石市,黄石市,true,true,,,Q71204,Q748149,52958,92067683,https://zh.wikipedia.org/wiki/%E9%BB%84%E7%9F%B3%E5%B8%82,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
E420300,十堰市,十堰市,true,true,,地级市,Q71227,Q748149,53627,91611214,https://zh.wikipedia.org/wiki/%E5%8D%81%E5%A0%B0%E5%B8%82,2026-07-11T07:50:47+00:00,verified,intro evidence
E420500,宜昌市,宜昌市,true,true,,地级市,Q71266,Q748149,59102,92767500,https://zh.wikipedia.org/wiki/%E5%AE%9C%E6%98%8C%E5%B8%82,2026-07-11T07:50:47+00:00,verified,intro evidence
E420600,襄阳市,襄阳市,true,true,湖北省地级市,,Q71284,Q748149,10735,93373563,https://zh.wikipedia.org/wiki/%E8%A5%84%E9%98%B3%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E420700,鄂州市,鄂州市,true,true,,,Q71305,Q748149,95425,93237953,https://zh.wikipedia.org/wiki/%E9%84%82%E5%B7%9E%E5%B8%82,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
E420800,荆门市,荆门市,true,true,,,Q71323,Q748149,41916,92235203,https://zh.wikipedia.org/wiki/%E8%8D%86%E9%97%A8%E5%B8%82,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
E420900,孝感市,孝感市,true,true,,地级市,Q71339,Q748149,44643,92061269,https://zh.wikipedia.org/wiki/%E5%AD%9D%E6%84%9F%E5%B8%82,2026-07-11T07:50:47+00:00,verified,intro evidence
E421000,荆州市,荆州市,true,true,湖北省地级市,,Q71247,Q748149,2797,92466636,https://zh.wikipedia.org/wiki/%E8%8D%86%E5%B7%9E%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E421100,黄冈市,黄冈市,true,true,,,Q71355,Q748149,18935,93116544,https://zh.wikipedia.org/wiki/%E9%BB%84%E5%86%88%E5%B8%82,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
E421200,咸宁市,咸宁市,true,true,,地级市 | 地区,Q71373,Q748149,95426,91730636,https://zh.wikipedia.org/wiki/%E5%92%B8%E5%AE%81%E5%B8%82,2026-07-11T07:50:47+00:00,verified,intro evidence
E421300,随州市,随州市,true,true,,,Q71401,Q748149,95427,92757485,https://zh.wikipedia.org/wiki/%E9%9A%8F%E5%B7%9E%E5%B8%82,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
E422800,恩施土家族苗族自治州,恩施土家族苗族自治州,true,true,,自治州,Q71415,Q788104,95428,92699826,https://zh.wikipedia.org/wiki/%E6%81%A9%E6%96%BD%E5%9C%9F%E5%AE%B6%E6%97%8F%E8%8B%97%E6%97%8F%E8%87%AA%E6%B2%BB%E5%B7%9E,2026-07-11T07:50:47+00:00,verified,intro evidence
E430100,长沙市,长沙市,true,true,湖南省地级市,,Q174091,Q748149,4664,93272399,https://zh.wikipedia.org/wiki/%E9%95%BF%E6%B2%99%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E430200,株洲市,株洲市,true,true,,地级市 | 地区,Q198266,Q748149,44570,93005406,https://zh.wikipedia.org/wiki/%E6%A0%AA%E6%B4%B2%E5%B8%82,2026-07-11T07:50:47+00:00,verified,intro evidence
E430300,湘潭市,湘潭市,true,true,,,Q215755,Q748149,15916,92100532,https://zh.wikipedia.org/wiki/%E6%B9%98%E6%BD%AD%E5%B8%82,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
E430400,衡阳市,衡阳市,true,true,,,Q144663,Q748149,15807,91882866,https://zh.wikipedia.org/wiki/%E8%A1%A1%E9%98%B3%E5%B8%82,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
E430500,邵阳市,邵阳市,true,true,,,Q194531,Q748149,300694,92857934,https://zh.wikipedia.org/wiki/%E9%82%B5%E9%98%B3%E5%B8%82,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
E430600,岳阳市,岳阳市,true,true,湖南省地级市,地级市,Q151958,Q748149,7233,93047683,https://zh.wikipedia.org/wiki/%E5%B2%B3%E9%98%B3%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E430700,常德市,常德市,true,true,湖南省地级市,地级市,Q416544,Q748149,5327,92739147,https://zh.wikipedia.org/wiki/%E5%B8%B8%E5%BE%B7%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E430800,张家界市,张家界市,true,true,湖南省地级市,地级市,Q197379,Q748149,12790,93273009,https://zh.wikipedia.org/wiki/%E5%BC%A0%E5%AE%B6%E7%95%8C%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E430900,益阳市,益阳市,true,true,湖南省地级市,,Q416669,Q748149,8228,92678656,https://zh.wikipedia.org/wiki/%E7%9B%8A%E9%98%B3%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E431000,郴州市,郴州市,true,true,,,Q416748,Q748149,16441,93092014,https://zh.wikipedia.org/wiki/%E9%83%B4%E5%B7%9E%E5%B8%82,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
E431100,永州市,永州市,true,true,,地级市,Q266014,Q748149,16329,93298158,https://zh.wikipedia.org/wiki/%E6%B0%B8%E5%B7%9E%E5%B8%82,2026-07-11T07:50:47+00:00,verified,intro evidence
E431200,怀化市,怀化市,true,true,,地级市 | 地区,Q416922,Q748149,16246,93309095,https://zh.wikipedia.org/wiki/%E6%80%80%E5%8C%96%E5%B8%82,2026-07-11T07:50:47+00:00,verified,intro evidence
E431300,娄底市,娄底市,true,true,,地级市,Q416988,Q748149,16446,91318547,https://zh.wikipedia.org/wiki/%E5%A8%84%E5%BA%95%E5%B8%82,2026-07-11T07:50:47+00:00,verified,intro evidence
E433100,湘西土家族苗族自治州,湘西土家族苗族自治州,true,true,,,Q763069,Q788104,6914,93004329,https://zh.wikipedia.org/wiki/%E6%B9%98%E8%A5%BF%E5%9C%9F%E5%AE%B6%E6%97%8F%E8%8B%97%E6%97%8F%E8%87%AA%E6%B2%BB%E5%B7%9E,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
E440100,广州市,广州市,true,true,广东省地级市,地区,Q16572,Q748149,1329,93089409,https://zh.wikipedia.org/wiki/%E5%B9%BF%E5%B7%9E%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E440200,韶关市,韶关市,true,true,,,Q59107,Q748149,46764,92819306,https://zh.wikipedia.org/wiki/%E9%9F%B6%E5%85%B3%E5%B8%82,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
E440300,深圳市,深圳市,true,true,广东省地级市,,Q15174,Q748149,486,93396080,https://zh.wikipedia.org/wiki/%E6%B7%B1%E5%9C%B3%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E440400,珠海市,珠海市,true,true,,,Q59095,Q748149,13445,91827871,https://zh.wikipedia.org/wiki/%E7%8F%A0%E6%B5%B7%E5%B8%82,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
E440500,汕头市,汕头市,true,true,,地级市,Q59100,Q748149,24816,93328248,https://zh.wikipedia.org/wiki/%E6%B1%95%E5%A4%B4%E5%B8%82,2026-07-11T07:50:47+00:00,verified,intro evidence
E440600,佛山市,佛山市,true,true,广东省地级市,地级市 | 地区,Q34412,Q748149,15810,93273435,https://zh.wikipedia.org/wiki/%E4%BD%9B%E5%B1%B1%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E440700,江门市,江门市,true,true,,,Q59132,Q748149,35312,92469199,https://zh.wikipedia.org/wiki/%E6%B1%9F%E9%97%A8%E5%B8%82,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
E440800,湛江市,湛江市,true,true,,,Q59144,Q748149,72248,93272324,https://zh.wikipedia.org/wiki/%E6%B9%9B%E6%B1%9F%E5%B8%82,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
E440900,茂名市,茂名市,true,true,广东省地级市,,Q38927,Q748149,4749,92560440,https://zh.wikipedia.org/wiki/%E8%8C%82%E5%90%8D%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E441200,肇庆市,肇庆市,true,true,广东省地级市,,Q59164,Q748149,15813,92404150,https://zh.wikipedia.org/wiki/%E8%82%87%E5%BA%86%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E441300,惠州市,惠州市,true,true,,地级市,Q59173,Q748149,52776,93332294,https://zh.wikipedia.org/wiki/%E6%83%A0%E5%B7%9E%E5%B8%82,2026-07-11T07:50:47+00:00,verified,intro evidence
E441400,梅州市,梅州市,true,true,广东省地级市,地级市 | 地区,Q59184,Q748149,26780,93339311,https://zh.wikipedia.org/wiki/%E6%A2%85%E5%B7%9E%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E441500,汕尾市,汕尾市,true,true,,,Q59189,Q748149,72065,92340929,https://zh.wikipedia.org/wiki/%E6%B1%95%E5%B0%BE%E5%B8%82,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
E441600,河源市,河源市,true,true,广东省地级市,,Q59205,Q748149,18826,92288589,https://zh.wikipedia.org/wiki/%E6%B2%B3%E6%BA%90%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E441700,阳江市,阳江市,true,true,,,Q59209,Q748149,72245,92680659,https://zh.wikipedia.org/wiki/%E9%98%B3%E6%B1%9F%E5%B8%82,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
E441800,清远市,清远市,true,true,,,Q59213,Q748149,42301,93272201,https://zh.wikipedia.org/wiki/%E6%B8%85%E8%BF%9C%E5%B8%82,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
E441900,东莞市,东莞市,true,true,广东省地级市,地级市,Q59218,Q748149,12232,93386269,https://zh.wikipedia.org/wiki/%E4%B8%9C%E8%8E%9E%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E442000,中山市,中山市,true,true,,地级市 | 地区,Q59223,Q748149,71687,93386255,https://zh.wikipedia.org/wiki/%E4%B8%AD%E5%B1%B1%E5%B8%82,2026-07-11T07:50:47+00:00,verified,intro evidence
E445100,潮州市,潮州市,true,true,广东省地级市,,Q59227,Q748149,18978,93348716,https://zh.wikipedia.org/wiki/%E6%BD%AE%E5%B7%9E%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E445200,揭阳市,揭阳市,true,true,,地级市,Q26323,Q748149,72063,93368582,https://zh.wikipedia.org/wiki/%E6%8F%AD%E9%98%B3%E5%B8%82,2026-07-11T07:50:47+00:00,verified,intro evidence
E445300,云浮市,云浮市,true,true,,地级市,Q59233,Q748149,72232,92026583,https://zh.wikipedia.org/wiki/%E4%BA%91%E6%B5%AE%E5%B8%82,2026-07-11T07:50:47+00:00,verified,intro evidence
E450100,南宁市,南宁市,true,true,广西壮族自治区地级市,,Q179608,Q748149,4378,93375270,https://zh.wikipedia.org/wiki/%E5%8D%97%E5%AE%81%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E450200,柳州市,柳州市,true,true,广西壮族自治区地级市,地级市,Q38968,Q748149,4380,93274102,https://zh.wikipedia.org/wiki/%E6%9F%B3%E5%B7%9E%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E450300,桂林市,桂林市,true,true,广西壮族自治区地级市,地级市 | 地区,Q189633,Q748149,4379,93133010,https://zh.wikipedia.org/wiki/%E6%A1%82%E6%9E%97%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E450400,梧州市,梧州市,true,true,广西壮族自治区地级市,地级市,Q571652,Q748149,4381,93133014,https://zh.wikipedia.org/wiki/%E6%A2%A7%E5%B7%9E%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E450500,北海市,北海市,true,true,广西壮族自治区地级市,地级市 | 地区,Q210365,Q748149,4382,93133012,https://zh.wikipedia.org/wiki/%E5%8C%97%E6%B5%B7%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E450600,防城港市,防城港市,true,true,,,Q571712,Q748149,54286,93133004,https://zh.wikipedia.org/wiki/%E9%98%B2%E5%9F%8E%E6%B8%AF%E5%B8%82,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
E450700,钦州市,钦州市,true,true,,,Q571766,Q748149,149428,93375462,https://zh.wikipedia.org/wiki/%E9%92%A6%E5%B7%9E%E5%B8%82,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
E450800,贵港市,贵港市,true,true,,,Q571808,Q748149,87713,93133006,https://zh.wikipedia.org/wiki/%E8%B4%B5%E6%B8%AF%E5%B8%82,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
E450900,玉林市,玉林市,true,true,广西壮族自治区地级市,,Q571918,Q748149,4383,93133015,https://zh.wikipedia.org/wiki/%E7%8E%89%E6%9E%97%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E451000,百色市,百色市,true,true,,,Q571949,Q748149,87711,93132999,https://zh.wikipedia.org/wiki/%E7%99%BE%E8%89%B2%E5%B8%82,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
E451100,贺州市,贺州市,true,true,,,Q572014,Q748149,139413,93133011,https://zh.wikipedia.org/wiki/%E8%B4%BA%E5%B7%9E%E5%B8%82,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
E451200,河池市,河池市,true,true,,,Q572089,Q748149,149438,93133001,https://zh.wikipedia.org/wiki/%E6%B2%B3%E6%B1%A0%E5%B8%82,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
E451300,来宾市,来宾市,true,true,,地级市,Q572140,Q748149,149443,93306627,https://zh.wikipedia.org/wiki/%E6%9D%A5%E5%AE%BE%E5%B8%82,2026-07-11T07:50:47+00:00,verified,intro evidence
E451400,崇左市,崇左市,true,true,,地级市 | 盟,Q572231,Q748149,149434,93132998,https://zh.wikipedia.org/wiki/%E5%B4%87%E5%B7%A6%E5%B8%82,2026-07-11T07:50:47+00:00,verified,intro evidence
E460100,海口市,海口市,true,true,,,Q189823,Q748149,41774,92658744,https://zh.wikipedia.org/wiki/%E6%B5%B7%E5%8F%A3%E5%B8%82,2026-07-11T07:50:47+00:00,verified,wikidata instance evidence
E460200,三亚市,三亚市,true,true,,地级市,Q319804,Q748149,149810,92742247,https://zh.wikipedia.org/wiki/%E4%B8%89%E4%BA%9A%E5%B8%82,2026-07-11T07:50:47+00:00,verified,intro evidence
E460300,三沙市,三沙市,true,true,,地级市 | 地级行政区,Q264818,Q748149,669984,93083729,https://zh.wikipedia.org/wiki/%E4%B8%89%E6%B2%99%E5%B8%82,2026-07-11T07:50:47+00:00,verified,intro evidence
E460400,儋州市,儋州市,true,true,,地级市,Q1015132,Q748149,152495,92884942,https://zh.wikipedia.org/wiki/%E5%84%8B%E5%B7%9E%E5%B8%82,2026-07-11T07:50:47+00:00,verified,intro evidence
E500100,重庆市,重庆市,true,true,,,Q11725,,465,93184678,https://zh.wikipedia.org/wiki/%E9%87%8D%E5%BA%86%E5%B8%82,2026-07-11T07:50:47+00:00,verified,municipality rule
E510100,成都市,成都市,true,true,四川省地级市,地区,Q30002,Q748149,2847,93128991,https://zh.wikipedia.org/wiki/%E6%88%90%E9%83%BD%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E510300,自贡市,自贡市,true,true,四川省地级市,,Q29015,Q748149,33762,93014600,https://zh.wikipedia.org/wiki/%E8%87%AA%E8%B4%A1%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E510400,攀枝花市,攀枝花市,true,true,,地级市 | 自治州,Q425415,Q748149,118316,91318256,https://zh.wikipedia.org/wiki/%E6%94%80%E6%9E%9D%E8%8A%B1%E5%B8%82,2026-07-11T07:50:47+00:00,verified,intro evidence
E510500,泸州市,泸州市,true,true,四川省地级市,,Q425492,Q748149,3973,91318293,https://zh.wikipedia.org/wiki/%E6%B3%B8%E5%B7%9E%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
E510600,德阳市,德阳市,true,true,四川省地级市,地级市 | 地区,Q425996,Q748149,22231,91318260,https://zh.wikipedia.org/wiki/%E5%BE%B7%E9%98%B3%E5%B8%82,2026-07-11T07:50:47+00:00,verified,category evidence
